ENSGene	GRCh38	GRCh37
ENSG00000229648	RPSAP22	AC016753.7
ENSG00000234174	AC016683.1	AC016683.5
ENSG00000251445	AC021151.1	RP11-483A20.3
ENSG00000223695	FO393418.1	RP4-633O19__A.1
ENSG00000237666	AC097527.1	AC108868.3
ENSG00000255556	AC087203.2	RP11-351I21.6
ENSG00000261773	AC244090.2	WI2-89031B12.1
ENSG00000266604	LINC01887	RP11-856M7.6
ENSG00000264503	AP001180.3	RP11-856M7.7
ENSG00000271938	AC103724.4	RP11-589C21.6
ENSG00000253214	AC079209.1	RP11-1149M10.2
ENSG00000271385	AL161798.1	RP11-108M11.3
ENSG00000240238	AC092754.1	RP11-112N19.2
ENSG00000257128	AC006197.1	RP11-2A1.1
ENSG00000237686	AL109615.3	RP5-1120P11.1
ENSG00000227775	AL031282.1	RP1-283E3.4
ENSG00000229401	MIR5689HG	RP1-290I10.7
ENSG00000233609	RPL10P19	RP11-62H7.2
ENSG00000261348	LINC02136	RP11-510M2.1
ENSG00000234244	AL512641.1	RP11-139J15.5
ENSG00000235391	CR753841.2	FAM8A5P
ENSG00000266677	AC087164.1	RP11-258F1.1
ENSG00000273180	AC019193.3	RP11-335L23.4
ENSG00000270342	AL499605.1	RP11-478L17.1
ENSG00000236935	AP003774.4	AP003774.1
ENSG00000227950	AL590128.1	RP11-312B8.2
ENSG00000213144	AC084880.1	RP11-64B16.2
ENSG00000226203	LINC01733	RP4-760C5.5
ENSG00000241449	AC092666.1	RP11-545G3.1
ENSG00000224016	AC092681.1	RP11-728K20.1
ENSG00000260470	AC023794.5	RP11-834C11.11
ENSG00000225173	AL662890.2	XXbac-BPG308K3.5
ENSG00000272094	AC091614.1	RP4-665J23.4
ENSG00000271901	AL161716.1	RP11-266E6.3
ENSG00000226465	AL390198.1	RP13-401N8.1
ENSG00000246350	AL049543.1	RP5-1186N24.3
ENSG00000229611	AL354707.2	RP11-390F4.10
ENSG00000214405	RAP1BP2	RP11-40M23.1
ENSG00000257635	CR383656.5	RP11-536C10.10
ENSG00000224631	RPS27AP16	RP11-51O6.1
ENSG00000180152	XIAPP3	AC079753.4
ENSG00000205653	AL035696.1	RP3-416J7.5
ENSG00000241754	AC108748.1	RP11-280H21.1
ENSG00000261889	AC108134.2	RP11-473M20.16
ENSG00000264230	ANXA8L1	AC244230.1
ENSG00000240241	AC108752.1	RP11-314M24.1
ENSG00000260853	AC109460.2	RP11-264B17.2
ENSG00000244346	AC092953.1	RP11-531F16.3
ENSG00000229389	AC111152.1	CTD-2022H16.1
ENSG00000236048	AC013470.3	AC013470.6
ENSG00000254719	AC080023.2	RP11-351I24.3
ENSG00000258076	CR383656.12	RP11-536C10.14
ENSG00000257731	CR383656.9	RP11-536C10.11
ENSG00000248824	AC108078.1	RP11-790I12.6
ENSG00000241592	AC021074.2	RP11-372E1.7
ENSG00000255966	AC006064.3	RP5-940J5.3
ENSG00000261638	AC092378.2	RP11-700H13.1
ENSG00000260651	AF213884.3	AF213884.2
ENSG00000251572	AF213884.2	AF213884.1
ENSG00000227481	AC008080.2	RP11-89N17.2
ENSG00000073169	SELENOO	SELO
ENSG00000237011	AL357793.2	RP11-98G13.1
ENSG00000236856	AC105393.2	AC105393.1
ENSG00000261409	AL035425.3	RP6-24A23.7
ENSG00000203266	AL157414.1	RP11-560A15.3
ENSG00000254815	AP006284.1	RP11-496I9.1
ENSG00000257279	AC127164.1	RP11-231I16.1
ENSG00000243410	PSMD6-AS1	RP11-245J9.4
ENSG00000251049	AC107396.1	RP11-685F15.1
ENSG00000233223	AC016876.1	AC113189.5
ENSG00000237853	NFIA-AS1	RP5-833A20.1
ENSG00000258786	AC183089.1	RP11-928F19.3
ENSG00000258585	ZNF519P3	RP11-928F19.2
ENSG00000243979	AC087752.1	RP11-347C18.1
ENSG00000259656	AC013452.2	RP11-325E5.1
ENSG00000263627	PPP4R1-AS1	RP11-692N5.1
ENSG00000261291	AC007906.1	RP11-295M3.2
ENSG00000261719	AC137761.2	RP11-67H24.1
ENSG00000237568	AC099063.1	RP4-620F22.2
ENSG00000260158	AC137761.1	RP11-67H24.2
ENSG00000257636	G2E3-AS1	RP11-1103G16.1
ENSG00000271732	AL137798.1	RP5-1182A14.5
ENSG00000262990	AC004706.2	CTC-281F24.2
ENSG00000267116	AP005264.2	RP11-64C12.7
ENSG00000263727	AP001178.1	RP11-806L2.5
ENSG00000260622	AC073476.2	RP11-690I21.3
ENSG00000247796	AC008966.1	CTD-2366F13.1
ENSG00000261122	LINC02167	5S_rRNA
ENSG00000233358	AL035401.1	RP1-209A6.1
ENSG00000228772	AL033539.1	RP1-309H15.2
ENSG00000254900	AC091053.2	RP11-152H18.4
ENSG00000255144	AC025857.1	RP11-589N15.1
ENSG00000270558	AC025449.1	CTD-2124B8.2
ENSG00000258754	LINC01579	CTD-3049M7.1
ENSG00000257193	LINC02385	RP11-818F20.4
ENSG00000270934	AL512430.4	RP11-346C16.6
ENSG00000240996	AL157400.4	RP11-80H5.7
ENSG00000253891	AC023202.1	RP11-203E8.1
ENSG00000235100	AL157400.3	RP11-80H5.9
ENSG00000270479	BNIP3P37	RP11-369G6.3
ENSG00000267886	AC074135.1	CTD-2291D10.4
ENSG00000268812	AC004264.1	RP1-102K2.8
ENSG00000253528	AC087752.2	RP11-347C18.4
ENSG00000265929	MIR5195	hsa-mir-5195
ENSG00000269823	AL513523.9	AL513523.1
ENSG00000272000	AC236040.1	CYP2D6
ENSG00000265376	MIR466	hsa-mir-466
ENSG00000271923	RNU6-86P	U6
ENSG00000222630	RN7SKP131	RN7SKP41
ENSG00000262704	RNU4-45P	U4
ENSG00000271739	RNU1-29P	U1
ENSG00000258857	AL359397.1	RP11-247L20.3
ENSG00000250761	AC093305.1	RP11-711G10.1
ENSG00000266746	AC209154.1	RP11-1109M24.7
ENSG00000236779	AL512306.1	RP11-430C7.2
ENSG00000264956	AC138761.4	RP11-1109M24.5
ENSG00000178130	FAM27E5	FAM27L
ENSG00000250071	AC093214.1	CTD-2060C23.1
ENSG00000248474	LINC02122	CTD-2292M14.1
ENSG00000266563	EIF1P5	RP11-64J19.1
ENSG00000264769	AC145207.8	RP11-498C9.12
ENSG00000239602	AC091959.2	RP11-449H3.1
ENSG00000262831	AC145207.3	RP11-498C9.2
ENSG00000247416	AP000802.1	RP11-629G13.1
ENSG00000253965	AC008438.2	CTC-329D1.3
ENSG00000120051	CFAP58	CCDC147
ENSG00000254528	AP000757.1	RP11-728F11.4
ENSG00000263167	AC115099.1	RP11-149I9.2
ENSG00000272639	AC015712.5	RP11-66B24.8
ENSG00000266042	AC015818.7	AC015818.6
ENSG00000188011	RTP5	CXXC11
ENSG00000249085	AC035140.1	CTD-2631K10.1
ENSG00000144580	CNOT9	RQCD1
ENSG00000249362	LINC02488	CTD-2316B1.1
ENSG00000255296	AP002490.2	RP11-757C15.4
ENSG00000262188	LINC01978	RP11-353N14.4
ENSG00000262343	AC100791.1	RP11-353N14.3
ENSG00000266839	AC008088.1	U6
ENSG00000230325	AL359921.1	RP11-385F5.4
ENSG00000236885	AC018731.1	AC018731.3
ENSG00000232638	AL390294.1	RP11-379F12.4
ENSG00000258376	AC004846.1	RP4-647C14.2
ENSG00000249748	AC112204.2	RP11-79C6.3
ENSG00000258716	AL139193.2	RP11-661G16.2
ENSG00000242477	AC091429.1	CTD-2161E19.1
ENSG00000257012	AP002383.5	RP11-60C6.6
ENSG00000248701	AC008539.1	CTC-493L21.2
ENSG00000232220	AC008440.2	AC008440.5
ENSG00000232324	AC008440.3	AC008440.10
ENSG00000216475	AL024474.1	RP1-91J24.1
ENSG00000265995	AC069114.1	RP11-736G13.1
ENSG00000236234	AC091132.2	AC091132.1
ENSG00000249792	AC117522.2	RP11-1072N2.3
ENSG00000214853	PPIAP79	RP11-509M23.1
ENSG00000267767	LINC01801	CTC-523E23.4
ENSG00000236489	AC133473.1	RP11-537I16.2
ENSG00000239480	AC073517.1	RP11-514P8.2
ENSG00000256443	AP003559.1	RP11-794G24.1
ENSG00000267253	AC055813.1	RP11-209M4.1
ENSG00000251270	AC108727.2	RP11-231L11.1
ENSG00000213698	AC240504.1	RP1-172N19.4
ENSG00000228862	AC068389.1	RP11-91I20.3
ENSG00000271119	AC026412.3	CTD-2012J19.3
ENSG00000235961	PNMA6A	PNMA6C
ENSG00000188002	AC026412.1	RP11-43F13.1
ENSG00000086619	ERO1B	ERO1LB
ENSG00000266642	AC024267.6	RP11-20B24.4
ENSG00000225300	AL591623.1	RP11-439E19.1
ENSG00000228955	AL591623.2	RP11-452J6.2
ENSG00000224887	AL513318.1	RP11-276H19.4
ENSG00000226237	GAS1RR	RP11-276H19.1
ENSG00000269354	AC243960.5	AC005626.3
ENSG00000260670	AC134508.1	RP11-447M4.1
ENSG00000232211	AL353613.1	RP11-395D3.1
ENSG00000242609	AC105265.2	RP11-398A8.1
ENSG00000020922	MRE11	MRE11A
ENSG00000249035	CLMAT3	CTB-113P19.1
ENSG00000268729	AC020922.2	CTD-2105E13.14
ENSG00000267342	AC087289.2	RP11-552F3.10
ENSG00000254915	AP003168.1	RP11-263C24.3
ENSG00000267426	AC087289.3	RP11-552F3.12
ENSG00000254361	AC046195.2	RP11-238K6.2
ENSG00000253288	AC046195.1	RP11-238K6.1
ENSG00000253988	AC079015.1	RP11-489O18.1
ENSG00000260751	AC008870.2	CTD-2196E14.6
ENSG00000255741	AP000808.2	RP11-757G1.5
ENSG00000263325	AC003965.2	LA16c-325D7.1
ENSG00000232902	BX000531.2	XXbac-BPG13B8.10
ENSG00000233727	AL162389.1	RP11-380I20.2
ENSG00000270710	FO393422.1	RP11-293G6__B.8
ENSG00000248714	AC091180.2	RP11-1079K10.3
ENSG00000253790	AC007991.1	RP11-44K6.5
ENSG00000259820	AC083843.2	AC083843.1
ENSG00000104827	CGB3	CGB
ENSG00000265342	AC011933.3	RP11-16C1.1
ENSG00000248883	B4GALNT2P1	CTD-2244F11.2
ENSG00000260971	AC119674.1	RP11-504A18.1
ENSG00000229616	AL356095.1	RP11-369J21.11
ENSG00000232599	AL008707.1	RP1-161N10.1
ENSG00000254659	AP002444.1	RP11-262A12.1
ENSG00000258546	CENPUP2	RP11-713N11.3
ENSG00000265800	AC022211.3	RP11-649A18.5
ENSG00000269179	AC011452.1	CTC-326K19.6
ENSG00000269148	AC092301.1	AC092301.3
ENSG00000231703	AL354993.1	RP4-669H2.1
ENSG00000167862	MRPL58	ICT1
ENSG00000259723	AL354993.2	RP5-823G15.5
ENSG00000223492	AL391097.1	RP11-15M15.1
ENSG00000227705	AL391097.2	RP11-15M15.2
ENSG00000271774	AL109930.1	RP4-678D15.1
ENSG00000224567	AC134879.1	AC129778.5
ENSG00000266755	SNORD84	SNORD83
ENSG00000207344	SNORA22C	SNORA22
ENSG00000199480	RNA5SP389	RNA5SP357
ENSG00000199933	RNY1P16	Y_RNA
ENSG00000196274	Metazoa_SRP	AC090519.1
ENSG00000200138	RNY1P10	Y_RNA
ENSG00000270384	U1	RNU1-137P
ENSG00000241225	NMTRS-TGA3-1	TRNAS30P
ENSG00000243655	AC132825.2	RP11-846F4.12
ENSG00000266050	AC233702.7	RP11-822E23.6
ENSG00000256091	MTRF1LP1	RP11-627G1.1
ENSG00000225522	AL592114.2	RP11-203F10.1
ENSG00000259052	AL157871.6	AL157871.2
ENSG00000261447	AL162412.1	RP11-109D9.4
ENSG00000205976	AC091951.1	RP11-404K5.2
ENSG00000249734	LINC02236	RP11-332J15.1
ENSG00000169689	CENPX	STRA13
ENSG00000264735	AC145207.7	RP11-498C9.17
ENSG00000264125	AC104984.1	RP11-354P11.4
ENSG00000237761	AL161646.2	RP11-127O4.2
ENSG00000258383	AL132819.1	CTD-2200A16.1
ENSG00000227685	LINC02088	AC087499.10
ENSG00000258795	AL132719.1	RP11-1082A3.1
ENSG00000259026	AL049833.2	RP11-907D1.1
ENSG00000228261	AL162742.1	RP11-127L20.3
ENSG00000258393	AL049833.1	RP11-907D1.2
ENSG00000233806	LINC01237	AC131097.3
ENSG00000258616	LINC02303	RP11-369C8.1
ENSG00000261978	AC116025.1	CTD-2529O21.2
ENSG00000227741	AL121987.2	RP11-536C5.7
ENSG00000204429	AL451142.1	RP11-1E11.1
ENSG00000236304	AP001189.1	AP001189.4
ENSG00000232959	AL356475.1	RP11-332H17.1
ENSG00000273186	AL359091.4	RP11-339B21.10
ENSG00000204055	AL158151.1	RP11-247A12.2
ENSG00000272593	AL359091.2	RP11-339B21.11
ENSG00000255653	AP002383.2	RP11-60C6.3
ENSG00000259623	AC125257.1	RP11-156E6.1
ENSG00000273221	AL355816.2	RP5-1180E21.5
ENSG00000272982	AL355816.1	RP5-1180E21.4
ENSG00000257512	AC124947.2	RP11-486A14.1
ENSG00000261775	AC012435.2	RP11-10O17.3
ENSG00000238007	AC024619.1	AC024619.2
ENSG00000272129	AL359715.4	RP11-250B2.6
ENSG00000266504	AC091132.3	RP11-798G7.4
ENSG00000266918	AC091132.4	RP11-798G7.8
ENSG00000253331	AC008662.1	CTC-207P7.1
ENSG00000249116	AC025183.1	CTD-2194D22.3
ENSG00000256393	RPL41P5	AC138123.2
ENSG00000204422	AL662899.1	XXbac-BPG32J3.20
ENSG00000267360	AC012309.1	CTC-454I21.3
ENSG00000248050	AC079061.1	RP11-422N16.3
ENSG00000267672	AC010632.2	CTD-2293H3.1
ENSG00000267437	AC012309.2	CTC-454I21.4
ENSG00000259701	AC020891.3	RP11-108K3.3
ENSG00000259204	AC073964.1	RP11-394B5.2
ENSG00000234327	AC012146.1	AC012146.7
ENSG00000262693	AC012146.3	RP11-46I8.3
ENSG00000248349	AC112204.1	RP11-79C6.1
ENSG00000270347	AC011453.2	CTC-339O9.2
ENSG00000267440	AC004149.1	CTC-501O10.1
ENSG00000261641	AL031600.3	LA16c-390E6.5
ENSG00000251214	AC025465.4	CTD-2308B18.1
ENSG00000228373	AL353752.1	RP11-497K15.1
ENSG00000232277	AC104651.2	AC104651.3
ENSG00000261654	AL360270.2	RP11-96K19.4
ENSG00000225496	AC104651.1	AC104651.2
ENSG00000234200	AC243591.1	U82671.8
ENSG00000235858	AL359195.1	RP11-36D19.8
ENSG00000232950	ZNF519P1	RP11-36D19.4
ENSG00000235819	AL158828.1	RP11-359J6.1
ENSG00000214908	AL353678.1	RP11-229M1.2
ENSG00000242267	SKINT1L	SKINTL
ENSG00000223720	AL109659.1	RP5-1024N4.2
ENSG00000255193	AC100768.2	RP11-945A11.1
ENSG00000254861	AC100768.1	RP11-945A11.2
ENSG00000234004	AC092017.2	RP11-543B16.1
ENSG00000256745	AP002784.2	RP11-680H20.1
ENSG00000250535	STK19B	STK19P
ENSG00000261821	AC090826.1	CTD-2311M21.3
ENSG00000254076	AC110053.1	CTD-3145H4.1
ENSG00000264304	AC024267.3	RP11-20B24.7
ENSG00000186019	AC021092.1	AC084219.4
ENSG00000258342	AL133304.3	RP11-116N8.1
ENSG00000262560	AC018512.1	RP11-296A16.1
ENSG00000232192	KIF26B-AS1	RP11-62I21.1
ENSG00000213293	AC012618.1	CTD-2666L21.3
ENSG00000251471	AC016933.1	RP11-166D18.1
ENSG00000258125	AC025254.1	RP11-1041F24.1
ENSG00000258448	AL442663.2	RP11-109N23.5
ENSG00000227282	AL389889.1	RP11-164D18.2
ENSG00000253897	AC034205.2	CTB-23I7.1
ENSG00000059691	GATB	PET112
ENSG00000225744	AC017002.2	AC017002.4
ENSG00000259162	AL355075.5	RP11-203M5.6
ENSG00000237842	AL157713.1	RP11-110J1.2
ENSG00000261586	AC068987.4	RP11-923I11.6
ENSG00000268669	AC008687.5	CTB-60B18.17
ENSG00000267755	AC005329.2	AC004623.2
ENSG00000228007	AC011933.1	AC011933.2
ENSG00000268902	CSAG2	CSAG3
ENSG00000225960	AL441989.1	RP11-360A18.1
ENSG00000263843	AC022211.2	RP11-649A18.12
ENSG00000267058	AC006213.2	RP11-15A1.3
ENSG00000232355	AL603650.1	RP11-263F14.3
ENSG00000217495	AL136116.2	RP1-95L4.2
ENSG00000225936	AL731557.1	RP11-501J20.5
ENSG00000251184	AL672142.1	RP11-101E3.5
ENSG00000248932	AC097103.2	RP11-319G6.1
ENSG00000214280	AC046134.1	RP11-553K23.2
ENSG00000213399	AC022210.1	AC022210.2
ENSG00000237525	AC012668.3	AC012668.2
ENSG00000234938	AC012668.2	AC012668.1
ENSG00000270445	AC145423.1	RP11-972P1.8
ENSG00000227048	AC096677.3	RP11-134G8.2
ENSG00000236897	AC113331.1	AC113331.9
ENSG00000224291	AC012671.1	AC012671.2
ENSG00000229017	LINC01277	RP11-439L18.3
ENSG00000225154	AL450996.1	RP11-184J23.2
ENSG00000227192	AL023581.2	RP1-45I4.3
ENSG00000231969	AC007364.1	AC144449.1
ENSG00000273085	AC113331.2	OR52E1
ENSG00000233427	AL009181.1	RP1-212P9.3
ENSG00000253417	LINC02159	RP11-109J4.1
ENSG00000205494	OR52A4P	OR52A4
ENSG00000251221	LINC01337	CTC-325J23.3
ENSG00000256752	HPRT1P3	HPRTP3
ENSG00000255995	AP002795.1	HPRTP4
ENSG00000253381	AC087518.1	RP11-359E19.1
ENSG00000254775	AC021393.1	RP11-27P7.1
ENSG00000251058	AC010181.2	RP11-68L1.1
ENSG00000224536	AC096677.1	RP11-134G8.7
ENSG00000254630	AP001922.2	CTD-2530H12.7
ENSG00000270904	AC008385.1	CTC-224D3.1
ENSG00000249435	AC022137.2	CTD-2224J9.7
ENSG00000264138	AC024267.2	RP11-20B24.3
ENSG00000172965	MIR4435-2HG	MIR4435-1HG
ENSG00000242488	AF107885.1	RP11-270M14.1
ENSG00000229036	VDAC1P8	RP1-20N2.6
ENSG00000269621	AL589765.7	RP11-98D18.15
ENSG00000236940	AL589765.3	RP11-98D18.7
ENSG00000244076	AC026410.2	CTC-512J14.1
ENSG00000231447	AC244102.1	RP1-14D6.7
ENSG00000184188	AC026410.1	CTC-512J14.7
ENSG00000268842	AC092070.1	CTD-2245F17.2
ENSG00000259166	AL049836.2	RP11-1029J19.2
ENSG00000269475	AC244102.2	RP1-14D6.2
ENSG00000270072	AC090559.2	RP11-750H9.7
ENSG00000216642	AL136116.1	RP1-95L4.3
ENSG00000225752	AL023581.1	RP1-45I4.2
ENSG00000254684	AP002803.1	RP11-882I15.1
ENSG00000260996	BX255925.1	RP13-122B23.8
ENSG00000225655	BX255923.1	RP11-143M1.2
ENSG00000232286	AL121902.1	RP11-80K6.2
ENSG00000257787	AC112481.1	RP11-20L19.1
ENSG00000226622	AC092155.1	AC092155.4
ENSG00000259356	AC022710.1	RP11-90E5.1
ENSG00000258183	LINC02392	RP11-753N8.1
ENSG00000258216	AC084200.1	RP11-654D12.2
ENSG00000271048	AC087045.1	CTD-2342N23.2
ENSG00000258413	AL158801.2	RP11-665C16.6
ENSG00000271849	AC012603.1	CTC-332L22.1
ENSG00000204581	ACOXL-AS1	AC096670.3
ENSG00000225721	AL592166.1	RP11-269F19.2
ENSG00000253522	MIR3142HG	MIR146A
ENSG00000264577	AC010761.1	AC010761.8
ENSG00000250371	AC007370.2	RP11-22A3.2
ENSG00000214035	AC073310.1	AC073310.4
ENSG00000232987	LINC01219	AC051649.6
ENSG00000256298	AC135388.1	RP11-474D1.1
ENSG00000255528	AP003123.1	RP11-25I9.2
ENSG00000236193	LINC01953	RP11-105N14.3
ENSG00000228707	AL691426.1	RP11-787B4.2
ENSG00000233455	AL035414.1	RP4-667H12.4
ENSG00000249631	AC005699.1	RP11-281P23.2
ENSG00000251536	AC055717.1	RP11-572C21.1
ENSG00000229419	RALGAPA1P1	RALGAPA1P
ENSG00000269102	AC010320.3	CTD-2525I3.5
ENSG00000253772	AC112191.1	RP11-34P1.1
ENSG00000228136	AL773545.1	RP11-216M21.5
ENSG00000236461	AL162425.1	RP11-523L1.2
ENSG00000250383	AC008871.1	CTD-2197I11.1
ENSG00000261222	AC064805.1	CTD-2006K23.1
ENSG00000248827	AC024587.1	RP11-252I13.1
ENSG00000236457	AC090617.1	AC130689.5
ENSG00000138614	INTS14	VWA9
ENSG00000237520	AL391832.1	RP11-443B7.2
ENSG00000270248	AC011468.4	CTC-471J1.10
ENSG00000173366	AC097637.1	TLR9
ENSG00000229817	AL133412.1	RP11-78H18.2
ENSG00000258119	AC087897.2	RP11-804F13.1
ENSG00000258717	AL132711.1	RP11-566J3.2
ENSG00000237193	AL451054.2	RP11-275O4.4
ENSG00000270741	PRELID3BP8	RP11-565F4.1
ENSG00000242757	AL606462.1	CTD-2090I13.3
ENSG00000232864	NUCKS1P1	CTD-2090I13.2
ENSG00000234277	LINC01641	CTD-2090I13.1
ENSG00000248757	LINC02115	CTD-2193G5.1
ENSG00000230284	AL160275.1	RP11-402G3.4
ENSG00000219814	RPL23AP47	XX-C2158C6.2
ENSG00000255233	AP003969.1	RP11-755E23.3
ENSG00000266101	AC004408.1	RP5-906A24.2
ENSG00000238258	AL121748.2	RP11-342D11.2
ENSG00000233737	AP003072.1	RP11-573M3.4
ENSG00000133424	LARGE1	LARGE
ENSG00000257178	AC103702.1	MIR10A
ENSG00000270688	AL137849.1	RP11-507D14.4
ENSG00000234105	AC009468.2	GS1-278J22.1
ENSG00000271194	RNF138P2	RP11-476O21.1
ENSG00000226926	PDZPH1P	AC010423.1
ENSG00000189195	AC104836.1	BTBD8
ENSG00000225952	AL512444.1	RP11-69E9.1
ENSG00000257241	AC078922.1	RP11-611E13.3
ENSG00000257815	LINC01481	RP11-611E13.2
ENSG00000236226	AC073127.1	RP11-645N11.3
ENSG00000248419	AC110768.1	RP11-136I13.2
ENSG00000257346	AC011603.1	RP11-386G11.8
ENSG00000229839	AC018462.1	AC018462.2
ENSG00000236498	AC107081.2	AC107081.5
ENSG00000264451	AC036222.1	RP11-433M22.2
ENSG00000268499	AC011479.2	CTB-102L5.8
ENSG00000198870	STKLD1	C9orf96
ENSG00000223374	AC005104.1	AC005104.3
ENSG00000233566	LINC01556	C6orf100
ENSG00000259651	MTCO3P23	CTD-2330J20.1
ENSG00000216425	AC004066.1	AC004066.2
ENSG00000269653	AC011479.3	CTB-102L5.7
ENSG00000235902	AC108472.1	RP11-626E13.1
ENSG00000224886	AL132656.1	BEND3P3
ENSG00000272447	AL135925.1	RP11-182L21.6
ENSG00000234986	AL731661.2	XX-C2158C12.1
ENSG00000255838	AC069262.1	RP11-753B7.2
ENSG00000225888	LINC02570	XXbac-BPG27H4.8
ENSG00000260808	AP003096.1	CTD-2007L18.5
ENSG00000236111	AL603882.1	RP11-630I5.1
ENSG00000223970	AC074397.1	RP11-598O8.1
ENSG00000234304	SGO1P2	RP11-398K14.1
ENSG00000215523	AL773551.1	LINC00243
ENSG00000243494	AC011476.1	CTC-550B14.1
ENSG00000261207	AL031717.1	LA16c-361A3.3
ENSG00000234761	AC096632.2	RP11-38O14.5
ENSG00000255011	AP004607.5	RP11-529A4.10
ENSG00000226676	BX248123.1	RP11-589B3.6
ENSG00000250777	AC131956.2	RP13-884E18.4
ENSG00000244009	B3GAT3P1	RP11-227J5.3
ENSG00000251338	AC006499.7	AC006499.1
ENSG00000267089	AC008543.4	CTC-499B15.8
ENSG00000248203	AC011362.1	CTC-503K11.2
ENSG00000247315	ZCCHC3	AL034548.1
ENSG00000259641	PCAT29	RP11-279F6.3
ENSG00000235605	AL355472.2	RP5-827C21.1
ENSG00000270691	AL161912.3	RP11-403N16.5
ENSG00000265359	AC004231.3	RP5-1110E20.1
ENSG00000228622	Z82198.1	RP1-302D9.1
ENSG00000254785	AP005435.3	RP11-81M19.1
ENSG00000266208	AC080112.1	CTD-2267D19.3
ENSG00000264655	PPIAP54	CTD-2267D19.4
ENSG00000271147	ARMCX5-GPRASP2	RP4-769N13.6
ENSG00000254676	AP000873.4	RP11-727A23.4
ENSG00000269939	PCF11-AS1	RP11-727A23.11
ENSG00000247137	AP000873.2	RP11-727A23.5
ENSG00000260132	AL032819.1	LA16c-312E8.2
ENSG00000233802	TRIM49D2	TRIM49D2P
ENSG00000230320	BEND7P1	RP4-769N13.2
ENSG00000255541	AP000873.5	RP11-727A23.8
ENSG00000270050	AL035427.1	RP4-769N13.7
ENSG00000254818	AP004607.3	RP11-529A4.4
ENSG00000270182	AC004080.4	RP1-170O19.21
ENSG00000273002	AL355388.2	RP11-336K24.12
ENSG00000228965	RPSAP60	RP11-1007I13.2
ENSG00000262810	AC090617.5	RP11-667K14.5
ENSG00000225477	AC099730.1	CTD-2302A16.2
ENSG00000254906	AC090707.1	RP11-701I24.3
ENSG00000255515	AP003499.1	RP11-178H8.3
ENSG00000254730	AP002453.2	RP11-801G16.2
ENSG00000248300	LINC02360	RP11-74M11.2
ENSG00000251152	AC025539.1	RP11-281P23.1
ENSG00000242732	RTL5	RGAG4
ENSG00000236598	ZNRD1ASP	NCRNA00171
ENSG00000262663	AC087222.1	RP11-497H17.1
ENSG00000250803	AC010255.3	CTC-441N14.4
ENSG00000237074	AL596218.1	RP11-6J21.2
ENSG00000262652	AC124283.3	RP13-638C3.2
ENSG00000238005	AL391832.2	RP11-443B7.1
ENSG00000232411	AC009495.2	AC009495.3
ENSG00000226101	LINC02097	AC007461.2
ENSG00000228639	LINC02095	AC005152.3
ENSG00000271862	AC104118.1	RP11-343L5.2
ENSG00000249664	AC027338.1	CTD-2227C6.2
ENSG00000250577	AC109927.2	RP11-577B7.1
ENSG00000244398	AC116533.1	RP11-466H18.1
ENSG00000112414	ADGRG6	GPR126
ENSG00000267927	AC010320.1	CTD-2525I3.2
ENSG00000213253	RPL12P42	CTC-250I14.1
ENSG00000273080	AC009309.1	RP11-301O19.1
ENSG00000168129	DHFRP3	AC098817.5
ENSG00000266869	AC005993.1	RP6-114E22.1
ENSG00000225486	AL663058.1	RP11-301G21.1
ENSG00000271299	AC008962.1	CTD-2356P16.6
ENSG00000272874	AL034548.1	RP5-1103G7.10
ENSG00000221874	ZNF816-ZNF321P	ZNF321P
ENSG00000232085	AL606534.3	RP11-261C10.4
ENSG00000265692	LINC01970	RP13-516M14.4
ENSG00000240125	RPL23AP75	RP11-58O9.1
ENSG00000239407	Z68871.1	LL0XNC01-237H1.2
ENSG00000229794	MTCYBP32	RP11-522L3.11
ENSG00000271985	BX248123.2	RP11-589B3.7
ENSG00000235705	AL133481.2	AL133481.1
ENSG00000228697	AL023755.1	RP5-968D22.1
ENSG00000235470	NEURL1-AS1	RP11-225H22.5
ENSG00000266117	FBXO36P1	LOC732538
ENSG00000270681	AC095055.1	RP11-372K14.2
ENSG00000261167	AC107027.3	RP11-517B11.7
ENSG00000269927	AC004817.3	RP6-91H8.3
ENSG00000254492	AP001328.1	KB-1073A2.1
ENSG00000258509	AL049870.1	RP11-857B24.3
ENSG00000254971	AP003122.2	RP11-313I2.11
ENSG00000255170	AP003122.3	RP11-313I2.6
ENSG00000260769	AC007614.4	RP11-491F9.5
ENSG00000226991	AC140479.1	AC112229.6
ENSG00000243695	AL353729.1	RP11-290L7.3
ENSG00000254946	AC073172.2	RP11-531H8.1
ENSG00000251492	AC104136.1	RP11-782E2.2
ENSG00000232480	TGFB2-AS1	RP11-224O19.2
ENSG00000258859	LINC02296	RP11-594C13.1
ENSG00000237555	AL031681.1	RP5-862K6.4
ENSG00000256292	LINC02376	RP11-955H22.1
ENSG00000254812	AC067930.3	RP11-661A12.12
ENSG00000254930	LINC02545	RP11-98J9.3
ENSG00000232080	AL662789.1	XXbac-BPG254F23.7
ENSG00000261226	AC092384.3	RP11-830F9.7
ENSG00000214796	AC098934.1	RP11-480I12.5
ENSG00000228484	AL137025.1	RP11-106M7.1
ENSG00000258753	AL359792.1	RP11-794A8.1
ENSG00000258600	AL359238.1	RP11-452D21.2
ENSG00000258683	AL355095.1	RP11-11K13.1
ENSG00000229820	CR391992.1	RP1-308E4.1
